country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Ireland,IE,2021-10,GISAID,3671,796,21.7,Yes,P.1,2,796,0.3
Ireland,IE,2021-10,GISAID,3671,796,21.7,Yes,UNK,0,,
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,B.1.1.529,0,922,0.0
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,B.1.351,21,922,2.3
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,B.1.617.2,0,922,0.0
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,B.1.640,0,922,0.0
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,Other,893,922,96.9
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,P.1,8,922,0.9
Ireland,IE,2021-11,GISAID,3782,923,24.4,Yes,UNK,1,,
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,B.1.1.529,0,867,0.0
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,B.1.351,3,867,0.3
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,B.1.617.2,0,867,0.0
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,B.1.640,0,867,0.0
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,Other,860,867,99.2
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,P.1,4,867,0.5
Ireland,IE,2021-12,GISAID,3996,868,21.7,Yes,UNK,1,,
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,B.1.1.529,0,527,0.0
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,B.1.351,5,527,0.9
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,B.1.617.2,6,527,1.1
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,B.1.640,0,527,0.0
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,Other,516,527,97.9
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,P.1,0,527,0.0
Ireland,IE,2021-13,GISAID,3390,527,15.5,Yes,UNK,0,,
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,B.1.1.529,0,736,0.0
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,B.1.351,5,736,0.7
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,B.1.617.2,7,736,1.0
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,B.1.640,0,736,0.0
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,Other,722,736,98.1
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,P.1,2,736,0.3
Ireland,IE,2021-14,GISAID,2872,768,26.7,Yes,UNK,32,,
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,B.1.1.529,0,717,0.0
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,B.1.351,0,717,0.0
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,B.1.617.2,6,717,0.8
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,B.1.640,0,717,0.0
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,Other,710,717,99.0
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,P.1,1,717,0.1
Ireland,IE,2021-15,GISAID,2594,717,27.6,Yes,UNK,0,,
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,B.1.1.529,0,873,0.0
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,B.1.351,1,873,0.1
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,B.1.617.2,24,873,2.7
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,B.1.640,0,873,0.0
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,Other,848,873,97.1
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,P.1,0,873,0.0
Ireland,IE,2021-16,GISAID,3152,873,27.7,Yes,UNK,0,,
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,B.1.1.529,0,1032,0.0
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,B.1.351,0,1032,0.0
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,B.1.617.2,38,1032,3.7
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,B.1.640,0,1032,0.0
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,Other,994,1032,96.3
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,P.1,0,1032,0.0
Ireland,IE,2021-17,GISAID,3224,1033,32.0,Yes,UNK,1,,
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,B.1.1.529,0,959,0.0
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,B.1.351,0,959,0.0
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,B.1.617.2,36,959,3.8
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,B.1.640,0,959,0.0
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,Other,923,959,96.2
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,P.1,0,959,0.0
Ireland,IE,2021-18,GISAID,2912,1009,34.6,Yes,UNK,50,,
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,B.1.1.529,0,644,0.0
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,B.1.351,0,644,0.0
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,B.1.617.2,22,644,3.4
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,B.1.640,0,644,0.0
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,Other,622,644,96.6
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,P.1,0,644,0.0
Ireland,IE,2021-19,GISAID,3006,876,29.1,Yes,UNK,232,,
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,B.1.1.529,0,1302,0.0
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,B.1.351,0,1302,0.0
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,B.1.617.2,29,1302,2.2
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,B.1.640,0,1302,0.0
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,Other,1273,1302,97.8
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,P.1,0,1302,0.0
Ireland,IE,2021-20,GISAID,2848,1302,45.7,Yes,UNK,0,,
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,B.1.1.529,0,1056,0.0
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,B.1.351,0,1056,0.0
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,B.1.617.2,43,1056,4.1
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,B.1.640,0,1056,0.0
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,Other,1012,1056,95.8
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,P.1,1,1056,0.1
Ireland,IE,2021-21,GISAID,2806,1056,37.6,Yes,UNK,0,,
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,B.1.1.529,0,616,0.0
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,B.1.351,0,616,0.0
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,B.1.617.2,53,616,8.6
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,B.1.640,0,616,0.0
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,Other,563,616,91.4
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,P.1,0,616,0.0
Ireland,IE,2021-22,GISAID,2751,617,22.4,Yes,UNK,1,,
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,B.1.1.529,0,787,0.0
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,B.1.351,0,787,0.0
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,B.1.617.2,115,787,14.6
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,B.1.640,0,787,0.0
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,Other,672,787,85.4
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,P.1,0,787,0.0
Ireland,IE,2021-23,GISAID,2075,787,37.9,Yes,UNK,0,,
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,B.1.1.529,0,823,0.0
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,B.1.351,0,823,0.0
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,B.1.617.2,294,823,35.7
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,B.1.640,0,823,0.0
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,Other,529,823,64.3
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,P.1,0,823,0.0
Ireland,IE,2021-24,GISAID,2033,824,40.5,Yes,UNK,1,,
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,B.1.1.529,0,747,0.0
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,B.1.351,1,747,0.1
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,B.1.617.2,411,747,55.0
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,B.1.640,0,747,0.0
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,Other,334,747,44.7
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,P.1,1,747,0.1
Ireland,IE,2021-25,GISAID,2300,747,32.5,Yes,UNK,0,,
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,B.1.1.529,0,522,0.0
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,B.1.351,1,522,0.2
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,B.1.617.2,472,522,90.4
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,B.1.640,0,522,0.0
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,Other,49,522,9.4
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,P.1,0,522,0.0
Ireland,IE,2021-26,GISAID,3054,522,17.1,Yes,UNK,0,,
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,B.1.1.529,0,1239,0.0
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,B.1.351,0,1239,0.0
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,B.1.617.2,1114,1239,89.9
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,B.1.640,0,1239,0.0
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,Other,125,1239,10.1
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,P.1,0,1239,0.0
Ireland,IE,2021-27,GISAID,3663,1239,33.8,Yes,UNK,0,,
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,B.1.1.529,0,1386,0.0
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,B.1.351,2,1386,0.1
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,B.1.617.2,1316,1386,94.9
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,B.1.640,0,1386,0.0
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,Other,68,1386,4.9
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,P.1,0,1386,0.0
Ireland,IE,2021-28,GISAID,6808,1386,20.4,Yes,UNK,0,,
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,B.1.1.529,0,1516,0.0
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,B.1.351,0,1516,0.0
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,B.1.617.2,1475,1516,97.3
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,B.1.640,0,1516,0.0
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,Other,41,1516,2.7
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,P.1,0,1516,0.0
Ireland,IE,2021-29,GISAID,8610,1516,17.6,Yes,UNK,0,,
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,B.1.1.529,0,1534,0.0
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,B.1.351,0,1534,0.0
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,B.1.617.2,1511,1534,98.5
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,B.1.640,0,1534,0.0
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,Other,22,1534,1.4
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,P.1,1,1534,0.1
Ireland,IE,2021-30,GISAID,9079,1534,16.9,Yes,UNK,0,,
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,B.1.1.529,0,1481,0.0
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,B.1.351,0,1481,0.0
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,B.1.617.2,1476,1481,99.7
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,B.1.640,0,1481,0.0
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,Other,5,1481,0.3
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,P.1,0,1481,0.0
Ireland,IE,2021-31,GISAID,10235,1481,14.5,Yes,UNK,0,,
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,B.1.1.529,0,1248,0.0
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,B.1.351,0,1248,0.0
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,B.1.617.2,1240,1248,99.4
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,B.1.640,0,1248,0.0
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,Other,7,1248,0.6
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,P.1,1,1248,0.1
Ireland,IE,2021-32,GISAID,11269,1248,11.1,Yes,UNK,0,,
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,B.1.1.529,0,1656,0.0
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,B.1.351,0,1656,0.0
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,B.1.617.2,1653,1656,99.8
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,B.1.640,0,1656,0.0
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,Other,3,1656,0.2
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,P.1,0,1656,0.0
Ireland,IE,2021-33,GISAID,12717,1656,13.0,Yes,UNK,0,,
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,B.1.1.529,0,897,0.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,B.1.351,0,897,0.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,B.1.617.2,897,897,100.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,B.1.640,0,897,0.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,Other,0,897,0.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,P.1,0,897,0.0
Ireland,IE,2021-34,GISAID,11036,897,8.1,Yes,UNK,0,,
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,B.1.1.529,0,1307,0.0
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,B.1.351,0,1307,0.0
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,B.1.617.2,1306,1307,99.9
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,B.1.640,0,1307,0.0
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,Other,0,1307,0.0
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,P.1,1,1307,0.1
Ireland,IE,2021-35,GISAID,10409,1307,12.6,Yes,UNK,0,,
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,B.1.1.529,0,1430,0.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,B.1.351,0,1430,0.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,B.1.617.2,1430,1430,100.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,B.1.640,0,1430,0.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,Other,0,1430,0.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,P.1,0,1430,0.0
Ireland,IE,2021-36,GISAID,9596,1430,14.9,Yes,UNK,0,,
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,B.1.1.529,0,999,0.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,B.1.351,0,999,0.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,B.1.617.2,999,999,100.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,B.1.640,0,999,0.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,Other,0,999,0.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,P.1,0,999,0.0
Ireland,IE,2021-37,GISAID,8985,999,11.1,Yes,UNK,0,,
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,B.1.1.529,0,623,0.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,B.1.351,0,623,0.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,B.1.617.2,623,623,100.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,B.1.640,0,623,0.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,Other,0,623,0.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,P.1,0,623,0.0
Ireland,IE,2021-38,GISAID,9205,623,6.8,Yes,UNK,0,,
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,B.1.1.529,0,1058,0.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,B.1.351,0,1058,0.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,B.1.617.2,1058,1058,100.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,B.1.640,0,1058,0.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,Other,0,1058,0.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,P.1,0,1058,0.0
Ireland,IE,2021-39,GISAID,8796,1058,12.0,Yes,UNK,0,,
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,B.1.1.529,0,1307,0.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,B.1.351,0,1307,0.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,B.1.617.2,1307,1307,100.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,B.1.640,0,1307,0.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,Other,0,1307,0.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,P.1,0,1307,0.0
Ireland,IE,2021-40,GISAID,9995,1308,13.1,Yes,UNK,1,,
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,B.1.1.529,0,1656,0.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,B.1.351,0,1656,0.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,B.1.617.2,1656,1656,100.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,B.1.640,0,1656,0.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,Other,0,1656,0.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,P.1,0,1656,0.0
Ireland,IE,2021-41,GISAID,12201,1656,13.6,Yes,UNK,0,,
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,B.1.1.529,0,1289,0.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,B.1.351,0,1289,0.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,B.1.617.2,1289,1289,100.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,B.1.640,0,1289,0.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,Other,0,1289,0.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,P.1,0,1289,0.0
Ireland,IE,2021-42,GISAID,15013,1289,8.6,Yes,UNK,0,,
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,B.1.1.529,0,2087,0.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,B.1.351,0,2087,0.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,B.1.617.2,2087,2087,100.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,B.1.640,0,2087,0.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,Other,0,2087,0.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,P.1,0,2087,0.0
Ireland,IE,2021-43,GISAID,16739,2087,12.5,Yes,UNK,0,,
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,B.1.1.529,0,777,0.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,B.1.351,0,777,0.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,B.1.617.2,777,777,100.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,B.1.640,0,777,0.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,Other,0,777,0.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,P.1,0,777,0.0
Ireland,IE,2021-44,GISAID,25863,777,3.0,Yes,UNK,0,,
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,B.1.1.529,0,216,0.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,B.1.351,0,216,0.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,B.1.617.2,216,216,100.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,B.1.640,0,216,0.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,Other,0,216,0.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,P.1,0,216,0.0
Ireland,IE,2021-45,GISAID,28707,216,0.8,Yes,UNK,0,,
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,B.1.1.529,0,181,0.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,B.1.351,0,181,0.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,B.1.617.2,181,181,100.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,B.1.640,0,181,0.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,Other,0,181,0.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,P.1,0,181,0.0
Ireland,IE,2021-46,GISAID,31574,181,0.6,Yes,UNK,0,,
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,B.1.1.529,7,355,2.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,B.1.351,0,355,0.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,B.1.617.2,348,355,98.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,B.1.640,0,355,0.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,Other,0,355,0.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,P.1,0,355,0.0
Ireland,IE,2021-47,GISAID,30048,356,1.2,Yes,UNK,1,,
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,B.1.1.529,37,1423,2.6
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,B.1.351,0,1423,0.0
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,B.1.617.2,1386,1423,97.4
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,B.1.640,0,1423,0.0
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,Other,0,1423,0.0
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,P.1,0,1423,0.0
Ireland,IE,2021-48,GISAID,32523,1425,4.4,Yes,UNK,2,,
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,B.1.1.529,209,1019,20.5
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,B.1.351,0,1019,0.0
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,B.1.617.2,808,1019,79.3
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,B.1.640,0,1019,0.0
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,Other,2,1019,0.2
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,P.1,0,1019,0.0
Ireland,IE,2021-49,GISAID,31183,1021,3.3,Yes,UNK,2,,
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,B.1.1.529,1608,2740,58.7
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,B.1.351,0,2740,0.0
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,B.1.617.2,1129,2740,41.2
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,B.1.640,0,2740,0.0
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,Other,3,2740,0.1
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,P.1,0,2740,0.0
Ireland,IE,2021-50,GISAID,33116,2744,8.3,Yes,UNK,4,,
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,B.1.1.529,261,322,81.1
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,B.1.351,0,322,0.0
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,B.1.617.2,61,322,18.9
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,B.1.640,0,322,0.0
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,Other,0,322,0.0
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,P.1,0,322,0.0
Ireland,IE,2021-51,GISAID,36238,322,0.9,Yes,UNK,0,,
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,B.1.1.529,882,952,92.6
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,B.1.351,0,952,0.0
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,B.1.617.2,69,952,7.2
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,B.1.640,0,952,0.0
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,Other,1,952,0.1
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,P.1,0,952,0.0
Ireland,IE,2021-52,GISAID,74884,953,1.3,Yes,UNK,1,,
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,B.1.1.529,1900,1972,96.3
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,B.1.351,0,1972,0.0
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,B.1.617.2,72,1972,3.7
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,B.1.640,0,1972,0.0
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,Other,0,1972,0.0
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,P.1,0,1972,0.0
Ireland,IE,2022-01,GISAID,87871,1973,2.2,Yes,UNK,1,,
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,B.1.1.529,1925,1955,98.5
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,B.1.351,0,1955,0.0
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,B.1.617.2,30,1955,1.5
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,B.1.640,0,1955,0.0
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,Other,0,1955,0.0
Ireland,IE,2022-02,GISAID,89244,1960,2.2,Yes,P.1,0,1955,0.0
